affy_id	gene
B.233319_x_at	--
B.233320_at	TCAM1
B.233321_x_at	LOC90834
B.233322_at	CD9
B.233323_at	--
B.233324_at	TRERF1
B.233325_at	SLC35D2
B.233326_at	CCDC39
B.233327_at	C6orf157
B.233328_x_at	C20orf59
B.233329_s_at	KRCC1
B.233330_s_at	--
B.233331_at	--
B.233332_at	--
B.233333_x_at	AVIL
B.233334_x_at	GIYD1
B.233335_at	--
B.233336_at	LOC142893
B.233337_s_at	SEZ6L2
B.233338_at	FLJ26056
B.233339_s_at	ARID1B
B.233340_at	SPINK5L3
B.233341_s_at	POLR1B
B.233342_at	LOC90520
B.233343_at	DEFB127
B.233344_x_at	KIAA1875
B.233345_at	FLJ23588
B.233346_at	--
B.233348_at	--
B.233349_at	TLK2
B.233350_s_at	TEX264
B.233351_at	--
B.233352_at	--
B.233353_at	FER1L5
B.233354_at	--
B.233355_at	PRR17
B.233356_at	--
B.233357_at	TRIM67
B.233358_at	FLJ14311
B.233359_at	--
B.233360_at	UBE2I
B.233361_at	ANKRD44
B.233362_at	ZNF341
B.233363_at	--
B.233364_s_at	--
B.233365_at	--
B.233366_at	FBXO4
B.233367_at	--
B.233368_s_at	RBJ
B.233369_at	--
B.233370_at	--
B.233371_at	ABCC13
B.233372_at	--
B.233373_at	--
B.233374_at	--
B.233375_at	EFCAB2
B.233376_at	--
B.233377_at	--
B.233378_at	LOC731419
B.233379_at	FLJ14213
B.233380_s_at	RUFY1
B.233381_at	RUFY1
B.233382_at	LOC145845
B.233383_at	--
B.233384_at	--
B.233385_x_at	RAB4B
B.233386_at	--
B.233387_s_at	PCNT
B.233388_at	--
B.233389_at	C20orf26
B.233390_at	--
B.233391_at	CDH26
B.233392_at	--
B.233393_at	--
B.233394_at	NFIB
B.233395_at	--
B.233396_s_at	CSRP2BP
B.233397_at	--
B.233398_at	--
B.233399_x_at	LOC441383
B.233400_at	--
B.233401_at	--
B.233402_at	--
B.233403_x_at	TM6SF2
B.233404_at	--
B.233405_at	--
B.233406_at	--
B.233407_at	--
B.233408_at	DEPDC2
B.233409_at	RHBDL3
B.233410_at	MGC34824
B.233411_at	--
B.233412_x_at	--
B.233413_at	--
B.233414_at	M-RIP
B.233415_at	--
B.233416_at	--
B.233417_at	--
B.233418_at	LOC91450
B.233419_at	--
B.233420_at	NUP133
B.233421_s_at	NUP133
B.233422_at	--
B.233423_at	KIAA1609
B.233424_at	--
B.233425_at	ZCCHC2
B.233426_at	--
B.233427_x_at	--
B.233428_at	--
B.233429_at	FLJ23577
B.233430_at	TBC1D22B
B.233431_x_at	--
B.233432_at	LOC646982
B.233433_at	--
B.233434_at	--
B.233435_at	TSPAN9
B.233436_at	MTBP
B.233437_at	GABRA4
B.233438_at	--
B.233439_at	LETM1
B.233440_at	--
B.233441_at	ONECUT2
B.233442_at	--
B.233443_at	RP11-506K6.3
B.233444_at	DDHD1
B.233445_at	--
B.233446_at	ONECUT2
B.233447_at	RP11-506K6.3
B.233448_s_at	--
B.233449_at	--
B.233450_at	--
B.233451_at	C20orf54
B.233452_at	--
B.233453_at	--
B.233454_at	POLN
B.233455_at	--
B.233456_at	--
B.233457_at	--
B.233458_at	POLR3E
B.233459_at	POLR3E
B.233460_at	--
B.233461_x_at	ZNF226
B.233462_at	FLJ40244
B.233463_at	RASSF6
B.233464_at	BCL2L14
B.233465_at	--
B.233466_at	--
B.233467_s_at	TSPAN32
B.233468_at	--
B.233469_at	psiTPTE22
B.233470_at	PTPN5
B.233471_at	PTPN5
B.233472_at	TCP11L1
B.233473_x_at	--
B.233474_at	LOC284240
B.233475_at	MGC32805
B.233476_at	--
B.233477_at	KLK15
B.233478_at	--
B.233479_at	--
B.233480_at	TMEM43
B.233481_at	--
B.233482_at	--
B.233483_at	LOC96597
B.233484_at	--
B.233485_at	--
B.233486_at	LOC729940
B.233487_s_at	LRRC8A
B.233488_at	RNASE7
B.233489_at	TMEM43
B.233490_at	DCTN4
B.233491_at	WDR21B
B.233492_s_at	OR2A4
B.233493_at	OR2A4
B.233494_at	ERBB4
B.233495_at	EXOSC3
B.233496_s_at	CFL2
B.233497_at	--
B.233498_at	ERBB4
B.233499_at	LRRC7
B.233500_x_at	CLEC2D
B.233501_at	--
B.233502_at	--
B.233503_at	SOHLH2
B.233504_at	C9orf84
B.233505_at	--
B.233506_at	--
B.233507_at	--
B.233508_at	--
B.233509_at	HERC4
B.233510_s_at	PARVG
B.233511_at	--
B.233512_at	--
B.233513_at	--
B.233514_x_at	TEX11
B.233515_at	--
B.233516_s_at	SPAG17
B.233517_s_at	HIF3A
B.233518_at	--
B.233519_at	--
B.233520_s_at	CMYA5
B.233521_at	--
B.233522_at	--
B.233523_at	C20orf186
B.233524_at	C9orf44
B.233525_s_at	C9orf44
B.233526_at	--
B.233527_at	--
B.233528_s_at	LOC652968
B.233529_at	--
B.233530_at	--
B.233531_at	PCFT
B.233532_x_at	IFT52
B.233533_at	KRTAP1-5
B.233534_at	KRTAP3-2
B.233535_at	ATP13A4
B.233536_at	ASXL3
B.233537_at	KRTAP3-1
B.233538_s_at	CYBB
B.233539_at	NAPE-PLD
B.233540_s_at	CDK5RAP2
B.233541_at	LOC644714
B.233542_at	--
B.233543_s_at	CCDC98
B.233544_at	GNL1
B.233545_at	INPP5D
B.233546_at	LOC283075
B.233547_x_at	PDE1A
B.233548_at	--
B.233549_at	PDE1A
B.233550_s_at	SLC4A11
B.233551_at	LOC642776
B.233552_at	--
B.233553_at	--
B.233554_at	--
B.233555_s_at	SULF2
B.233556_at	--
B.233557_s_at	MON1B
B.233558_s_at	FLJ12716
B.233559_s_at	WDFY1
B.233560_x_at	MCM8
B.233561_at	SH3TC2
B.233562_at	MGC16291
B.233563_s_at	CPSF3L
B.233564_s_at	CDADC1
B.233565_s_at	SDCBP2
B.233566_at	MGC16291
B.233567_at	NAV1
B.233568_x_at	CWF19L1
B.233569_at	DKFZP761N09121
B.233570_at	--
B.233571_x_at	C20orf149
B.233572_s_at	BCORL1
B.233573_s_at	WDR6
B.233574_at	BCORL1
B.233575_s_at	TLE4
B.233576_at	HMGCLL1
B.233577_at	C18orf57
B.233578_at	C1orf101
B.233579_at	ANKRD20B
B.233580_at	--
B.233581_at	--
B.233582_at	LOC115110
B.233583_at	--
B.233584_at	--
B.233585_at	SDK2
B.233586_s_at	KLK12
B.233587_s_at	SIPA1L2
B.233588_x_at	PFDN6
B.233589_x_at	C9orf167
B.233590_at	--
B.233591_at	--
B.233592_at	ANKRD18A
B.233593_at	--
B.233594_at	--
B.233595_at	USP34
B.233596_at	--
B.233597_at	PNPLA5
B.233598_at	hCG_2045828
B.233599_at	hCG_2003663
B.233600_at	FLJ23588
B.233601_at	--
B.233602_at	--
B.233603_at	--
B.233604_at	FLJ22763
B.233605_x_at	HNRPM
B.233606_at	--
B.233607_at	--
B.233608_at	--
B.233609_at	PTPRK
B.233610_at	LOC645355
B.233611_at	--
B.233612_at	--
B.233613_x_at	--
B.233614_at	--
B.233615_at	CGA
B.233616_at	--
B.233617_at	TSPYL3
B.233618_at	--
B.233619_at	--
B.233620_at	ARHGEF12
B.233621_s_at	ARHGEF12
B.233622_x_at	--
B.233623_at	--
B.233624_at	--
B.233625_x_at	CPSF3L
B.233626_at	--
B.233627_at	--
B.233628_at	--
B.233629_at	--
B.233630_at	CDS2
B.233631_x_at	KRTAP9-2
B.233632_s_at	XRN1
B.233633_at	TBL1XR1
B.233634_at	MARVELD3
B.233635_at	--
B.233636_at	MIRH1
B.233637_at	WDR42A
B.233638_s_at	POMGNT1
B.233639_at	POMGNT1
B.233640_x_at	KRTAP9-4
B.233641_s_at	C8orf13
B.233642_s_at	HEATR5B
B.233643_at	FAM90A1
B.233644_at	KATNAL2
B.233645_s_at	C1RL
B.233646_at	--
B.233647_s_at	CDADC1
B.233648_at	--
B.233649_at	KATNAL2
B.233650_at	CEP63
B.233651_s_at	MPND
B.233652_at	--
B.233653_at	--
B.233654_at	PIGG
B.233655_s_at	FAM29A
B.233656_s_at	VPS54
B.233657_at	OPN5
B.233658_at	--
B.233659_at	--
B.233660_at	EHD4
B.233661_at	--
B.233662_at	CDH26
B.233663_s_at	CDH26
B.233664_at	--
B.233665_x_at	MTO1
B.233666_at	TMEM106B
B.233667_at	--
B.233668_at	--
B.233669_s_at	TRIM54
B.233670_at	--
B.233671_at	--
B.233672_s_at	--
B.233673_at	LOC339524
B.233674_at	--
B.233675_s_at	LOC374491
B.233676_at	--
B.233677_at	--
B.233678_at	--
B.233679_at	MAP3K7IP1
B.233680_at	--
B.233681_at	KRTAP3-3
B.233682_at	--
B.233683_at	--
B.233684_at	--
B.233685_at	--
B.233686_at	ASXL3
B.233687_s_at	KLK8
B.233688_at	KCNIP3
B.233689_at	--
B.233690_at	--
B.233691_at	--
B.233692_at	--
B.233693_at	C1orf201
B.233694_at	--
B.233695_s_at	CECR2
B.233696_at	--
B.233697_at	--
B.233698_at	--
B.233699_at	--
B.233700_at	--
B.233701_at	--
B.233702_x_at	--
B.233703_x_at	--
B.233704_at	--
B.233705_at	PACSIN2
B.233706_at	--
B.233707_at	--
B.233708_at	--
B.233709_at	--
B.233710_at	--
B.233711_at	--
B.233712_at	ZNF44
B.233713_at	--
B.233714_at	--
B.233715_at	--
B.233716_at	--
B.233717_x_at	--
B.233718_at	--
B.233719_s_at	TASP1
B.233720_at	SORBS2
B.233721_x_at	--
B.233722_at	--
B.233723_at	--
B.233724_at	ARNT
B.233725_at	--
B.233726_at	--
B.233727_at	--
B.233728_at	ISG20L2
B.233729_at	--
B.233730_at	FAM135A
B.233731_at	--
B.233732_at	LOC401320
B.233733_at	--
B.233734_s_at	OSBPL5
B.233735_at	--
B.233736_at	--
B.233737_s_at	LOC284561
B.233738_at	--
B.233739_at	--
B.233740_at	PRO1268
B.233741_at	FTCD
B.233742_at	C16orf68
B.233743_x_at	EDG8
B.233744_at	--
B.233745_at	--
B.233746_x_at	HYPK
B.233747_at	LOC730841
B.233748_x_at	PRKAG2
B.233749_at	MSN
B.233750_s_at	C1orf25
B.233751_at	ATBF1
B.233752_s_at	ATBF1
B.233753_at	SFRS15
B.233754_x_at	ZNF71
B.233755_at	--
B.233756_at	--
B.233757_x_at	--
B.233759_s_at	SMEK2
B.233760_at	UTP11L
B.233761_at	--
B.233762_at	--
B.233763_at	LYRM2
B.233764_s_at	LARP2
B.233765_at	--
B.233766_at	FLJ10159
B.233767_at	--
B.233768_at	--
B.233769_at	LOC284561
B.233770_at	--
B.233771_at	--
B.233772_at	--
B.233773_at	--
B.233774_at	--
B.233775_x_at	--
B.233776_at	PTPRA
B.233777_at	--
B.233778_at	--
B.233779_x_at	--
B.233780_at	RIF1
B.233781_s_at	RIF1
B.233782_at	WDR68
B.233783_at	--
B.233784_at	--
B.233785_at	ADAMTS9
B.233786_at	--
B.233787_at	C6orf163
B.233788_at	--
B.233789_at	--
B.233790_at	--
B.233791_at	LOC644213
B.233792_at	--
B.233793_at	--
B.233794_at	--
B.233795_at	ODF3
B.233796_at	--
B.233797_s_at	CST11
B.233798_at	--
B.233799_at	--
B.233800_at	--
B.233801_s_at	SEMA6D
B.233802_at	--
B.233803_s_at	MYBBP1A
B.233804_at	--
B.233805_at	--
B.233806_at	--
B.233807_at	ASB7
B.233808_at	--
B.233809_at	HYPK
B.233810_x_at	PRO1268
B.233811_at	RIN2
B.233812_at	--
B.233813_at	PPP1R16B
B.233814_at	--
B.233815_at	NAALAD2
B.233816_at	--
B.233817_at	--
B.233818_at	ZNF294
B.233819_s_at	ZNF294
B.233820_at	--
B.233821_at	--
B.233822_x_at	LOC57400
B.233823_at	KIAA1276
B.233824_at	--
B.233825_s_at	CD99L2
B.233826_at	--
B.233827_s_at	SUPT16H
B.233828_at	--
B.233829_at	C20orf118
B.233830_at	LOC90246
B.233831_at	--
B.233832_at	--
B.233833_at	--
B.233834_at	--
B.233835_at	LOC90246
B.233836_at	TNRC6A
B.233837_at	GGT1
B.233838_at	--
B.233839_at	FLJ23588
B.233840_at	LOC284017
B.233841_s_at	SUDS3
B.233842_x_at	C20orf43
B.233843_at	ZBTB12
B.233844_at	CD99L2
B.233845_at	--
B.233846_at	CCDC85A
B.233847_x_at	--
B.233848_x_at	ZNF221
B.233849_s_at	ARHGAP5
B.233850_s_at	RP5-860F19.3
B.233851_s_at	TOR3A
B.233852_at	POLH
B.233853_at	--
B.233854_x_at	KLK4
B.233855_at	LOC284017
B.233856_at	--
B.233857_s_at	ASB2
B.233858_at	--
B.233859_at	C14orf145
B.233860_s_at	OBP2A
B.233861_at	--
B.233862_at	--
B.233863_at	CASZ1
B.233864_s_at	VPS35
B.233865_at	--
B.233866_at	KLHL5
B.233867_at	--
B.233868_x_at	ADAM33
B.233869_x_at	DKFZP586B0319
B.233870_at	NAV1
B.233871_at	--
B.233872_x_at	ARHGAP5
B.233873_x_at	PAPD1
B.233874_at	SLAIN2
B.233875_at	--
B.233876_at	--
B.233877_at	--
B.233878_s_at	XRN2
B.233879_at	LOC374491
B.233880_at	RNF213
B.233881_s_at	TOLLIP
B.233882_s_at	SEMA6D
B.233883_at	SNX24
B.233884_at	--
B.233885_at	SNX26
B.233886_at	--
B.233887_at	GPR126
B.233888_s_at	SRGAP1
B.233889_at	TBX18
B.233890_at	--
B.233891_at	--
B.233892_at	GRIN3B
B.233893_s_at	KIAA1530
B.233894_x_at	EMID2
B.233895_at	ANKRD24
B.233896_s_at	PAPLN
B.233897_at	FEZF2
B.233898_s_at	FGFR1OP2
B.233899_x_at	ZBTB10
B.233900_at	--
B.233901_at	--
B.233902_at	GUCA1C
B.233903_s_at	SGEF
B.233904_at	--
B.233905_at	SPAG4L
B.233906_at	--
B.233907_s_at	--
B.233908_x_at	--
B.233909_at	--
B.233910_at	TMEFF2
B.233911_s_at	PPM1H
B.233912_x_at	--
B.233913_at	WFDC10A
B.233914_s_at	SBF2
B.233915_at	KIAA0825
B.233916_at	KIAA1486
B.233917_s_at	MOV10
B.233918_at	DCDC2B
B.233919_s_at	HABP4
B.233920_at	--
B.233921_s_at	--
B.233922_at	--
B.233923_at	FLJ32810
B.233924_s_at	EXOC6
B.233925_at	--
B.233926_at	--
B.233927_at	--
B.233928_at	--
B.233929_x_at	FAM39DP
B.233930_at	DMRT3
B.233931_at	--
B.233932_at	--
B.233933_s_at	OTUD5
B.233934_at	LOC349160
B.233935_at	--
B.233936_s_at	ZNF403
B.233937_at	ZNF403
B.233938_at	FLJ22675
B.233939_at	REXO1
B.233940_at	--
B.233941_at	C14orf166B
B.233942_at	LOC613126
B.233943_x_at	PLEKHA8
B.233944_at	--
B.233945_at	UGCGL2
B.233946_at	--
B.233947_s_at	LOC255480
B.233948_at	LOC255480
B.233949_s_at	MYH7B
B.233950_at	CADPS
B.233951_at	--
B.233952_s_at	ZNF295
B.233953_at	GUCA1C
B.233954_at	HIATL1
B.233955_x_at	CXXC5
B.233956_at	--
B.233957_at	--
B.233958_at	--
B.233959_at	LOC221442
B.233960_s_at	LOC115110
B.233961_at	--
B.233962_at	--
B.233963_at	H2BFXP
B.233964_at	--
B.233965_at	LOC255480
B.233966_at	--
B.233967_at	--
B.233968_at	CST11
B.233969_at	IGL@
B.233970_s_at	CGI-09
B.233971_at	LOC401565
B.233972_s_at	FEZF2
B.233973_at	LYZL1
B.233974_s_at	FAM129B
B.233975_at	PRNT
B.233976_at	--
B.233977_at	KIAA1772
B.233978_at	PTPRE
B.233979_s_at	ESPN
B.233980_s_at	VWF
B.233981_at	--
B.233982_x_at	STYXL1
B.233983_at	TGM6
B.233984_at	--
B.233985_x_at	PPP1R9A
B.233986_s_at	PLEKHG2
B.233987_at	TFAP2D
B.233988_x_at	SCUBE1
B.233989_at	--
B.233990_at	C19orf61
B.233991_at	--
B.233992_x_at	ZNF445
B.233993_at	--
B.233994_at	--
B.233995_at	--
B.233996_x_at	LOC727945
B.233997_at	--
B.233998_x_at	--
B.233999_s_at	TTC26
B.234000_s_at	PTPLAD1
B.234001_s_at	ARFGAP1
B.234002_at	C20orf135
B.234003_at	ENOX2
B.234004_at	TTC28
B.234005_x_at	STK36
B.234006_s_at	C1orf91
B.234007_at	DEFB121
B.234008_s_at	CES3
B.234009_at	--
B.234010_at	--
B.234011_at	MGC16384
B.234012_at	--
B.234013_at	TRA@
B.234014_at	--
B.234015_at	--
B.234016_at	ANKRD20B
B.234017_at	LOC91948
B.234018_s_at	SEL1L2
B.234019_at	--
B.234020_x_at	--
B.234021_at	EML2
B.234022_at	--
B.234023_s_at	CENPJ
B.234024_at	CBLN4
B.234025_at	--
B.234026_at	EML2
B.234027_at	CCDC129
B.234028_at	--
B.234029_at	PCDHGB8P
B.234030_at	--
B.234031_at	C20orf112
B.234032_at	--
B.234033_at	--
B.234034_at	--
B.234035_at	HNRPM
B.234036_x_at	--
B.234037_s_at	--
B.234038_at	--
B.234039_at	TANC1
B.234040_at	HELLS
B.234041_at	--
B.234042_at	TAS2R45
B.234043_at	--
B.234044_at	--
B.234045_x_at	BHLHB4
B.234046_at	--
B.234047_at	--
B.234048_s_at	KIAA1632
B.234049_at	--
B.234050_at	TAGAP
B.234051_at	--
B.234052_at	--
B.234053_at	hCG_1795091
B.234054_at	LOC143188
B.234055_s_at	GZF1
B.234056_at	--
B.234057_at	--
B.234058_at	--
B.234059_at	--
B.234060_at	--
B.234061_at	--
B.234062_at	--
B.234063_at	--
B.234064_at	--
B.234065_at	--
B.234066_at	IL1RL1
B.234067_at	--
B.234068_s_at	AP2A1
B.234069_at	--
B.234070_at	--
B.234071_at	--
B.234072_at	SEMA4A
B.234073_at	--
B.234074_at	--
B.234075_at	--
B.234076_at	--
B.234077_at	--
B.234078_at	LOC730057
B.234079_at	--
B.234080_at	--
B.234081_at	--
B.234082_at	--
B.234083_at	--
B.234084_x_at	--
B.234085_at	LOC728591
B.234086_at	--
B.234087_at	--
B.234088_at	--
B.234089_at	--
B.234090_at	--
B.234091_at	--
B.234092_s_at	TM6SF2
B.234093_at	ZNF326
B.234094_x_at	DNAJA5
B.234095_at	--
B.234096_at	--
B.234097_s_at	C6orf12
B.234098_at	FLJ10159
B.234099_at	--
B.234100_at	--
B.234101_at	--
B.234102_at	RASL11B
B.234103_at	KCNT2
B.234104_at	--
B.234105_at	--
B.234106_s_at	FLYWCH1
B.234107_s_at	DTD1
B.234108_at	TAS2R45
B.234109_x_at	ONECUT3
B.234110_at	LOC283075
B.234111_at	--
B.234112_at	--
B.234113_at	--
B.234114_at	C6orf12
B.234115_s_at	C6orf12
B.234116_at	CX40.1
B.234117_at	AAA1
B.234118_at	--
B.234119_at	--
B.234120_at	--
B.234121_at	--
B.234122_at	--
B.234123_at	--
B.234124_at	--
B.234125_at	--
B.234126_at	--
B.234127_at	--
B.234128_at	--
B.234129_at	ARHGEF12
B.234130_at	LDB3
B.234131_at	--
B.234132_at	--
B.234133_s_at	LOC728543
B.234134_at	--
B.234135_x_at	--
B.234136_at	--
B.234137_s_at	--
B.234138_at	--
B.234139_s_at	--
B.234140_s_at	STIM2
B.234141_s_at	LOC286059
B.234142_at	--
B.234143_at	--
B.234144_at	--
B.234145_at	PBX3
B.234146_at	--
B.234147_at	LOC286059
B.234148_at	--
B.234149_at	--
B.234150_at	--
B.234151_at	--
B.234152_at	--
B.234153_at	--
B.234154_at	--
B.234155_at	--
B.234156_at	--
B.234157_at	--
B.234158_at	--
B.234159_at	--
B.234160_at	--
B.234161_at	--
B.234162_at	--
B.234163_at	UBE3A
B.234164_at	--
B.234165_at	PTGDR
B.234166_at	UBE3A
B.234167_at	MKI67IP
B.234168_at	TAF15
B.234169_at	--
B.234170_at	--
B.234171_at	--
B.234172_at	--
B.234173_s_at	LOC728343
B.234174_at	--
B.234175_at	--
B.234176_at	--
B.234177_at	--
B.234178_at	--
B.234179_at	--
B.234180_at	--
B.234181_at	--
B.234182_at	--
B.234183_at	--
B.234184_at	--
B.234185_at	--
B.234186_at	--
B.234187_at	--
B.234188_at	--
B.234189_at	--
B.234190_at	--
B.234191_at	BCL2L14
B.234192_s_at	GKAP1
B.234193_at	--
B.234194_at	--
B.234195_at	--
B.234196_at	--
B.234197_at	ACSM1
B.234198_at	KCNIP3
B.234199_at	--
B.234200_at	--
B.234201_x_at	--
B.234202_at	--
B.234203_at	--
B.234204_at	--
B.234205_at	--
B.234206_at	--
B.234207_at	--
B.234208_at	--
B.234209_at	--
B.234210_x_at	ACTR2
B.234211_at	--
B.234212_at	ACTR2
B.234213_at	--
B.234214_at	--
B.234215_at	--
B.234216_at	FLJ21408
B.234217_at	--
B.234218_at	--
B.234219_at	--
B.234220_at	CADPS
B.234221_at	BCAS1
B.234222_at	--
B.234223_at	--
B.234224_at	--
B.234225_at	--
B.234226_at	OPN4
B.234227_at	--
B.234228_at	--
B.234229_at	--
B.234230_at	--
B.234231_at	LOC197350
B.234232_at	KBTBD2
B.234233_s_at	KBTBD2
B.234234_at	--
B.234235_at	--
B.234236_at	FLJ20294
B.234237_s_at	FLJ20294
B.234238_at	KRTHB5
B.234239_at	--
B.234240_at	--
B.234241_at	--
B.234242_at	--
B.234243_at	BXDC5
B.234244_at	BXDC5
B.234245_at	--
B.234246_at	--
B.234247_at	--
B.234248_at	--
B.234249_at	--
B.234250_at	--
B.234251_at	--
B.234252_at	--
B.234253_at	--
B.234254_at	LOC441642
B.234255_at	--
B.234256_at	SEBOX
B.234257_at	TNS3
B.234258_at	--
B.234259_at	--
B.234260_at	--
B.234261_at	--
B.234262_at	--
B.234263_at	LOC728678
B.234264_at	--
B.234265_at	LENG3
B.234266_at	--
B.234267_at	--
B.234268_at	SLC2A13
B.234269_at	--
B.234270_at	--
B.234271_at	OTOP2
B.234272_at	--
B.234273_at	--
B.234274_at	--
B.234275_at	--
B.234276_at	--
B.234277_at	--
B.234278_at	--
B.234279_at	--
B.234280_at	REG3A
B.234281_at	ESPNP
B.234282_at	--
B.234283_at	C22orf28
B.234284_at	GNG8
B.234285_at	SYNGAP1
B.234286_at	LENG3
B.234287_at	--
B.234288_at	--
B.234289_x_at	--
B.234290_x_at	MYH14
B.234291_s_at	SLC6A20
B.234292_s_at	ZNF167
B.234293_x_at	--
B.234294_x_at	GATAD2A
B.234295_at	DBR1
B.234296_s_at	TEX11
B.234297_at	PDCD6
B.234298_at	LOC652231
B.234299_s_at	NIN
B.234300_s_at	ZFP28
B.234301_s_at	--
B.234302_s_at	ALKBH5
B.234303_s_at	GPR85
B.234304_s_at	IPO11
B.234305_s_at	MLZE
B.234306_s_at	SLAMF7
B.234307_s_at	KIF26A
B.234308_at	TUBGCP6
B.234309_at	TTTY7
B.234310_s_at	SUSD2
B.234311_s_at	GTPBP10
B.234312_s_at	ACSS2
B.234313_at	NCOR1
B.234314_at	C20orf74
B.234315_at	BACH1
B.234316_x_at	KLK12
B.234317_s_at	STOX2
B.234318_x_at	NDOR1
B.234319_at	STOX2
B.234320_at	CD244
B.234321_x_at	NHSL1
B.234322_at	--
B.234323_at	THSD4
B.234324_at	NHSL1
B.234325_at	LOC130951
B.234326_at	--
B.234327_at	--
B.234328_at	--
B.234329_at	CLIC5
B.234330_at	--
B.234331_s_at	FAM84A
B.234332_at	NUB1
B.234333_at	KIAA2022
B.234334_s_at	LAMB4
B.234335_s_at	FAM84A
B.234336_s_at	TTLL9
B.234337_at	TTLL9
B.234338_s_at	ZBTB47
B.234339_s_at	GLTSCR2
B.234340_at	--
B.234341_x_at	LOC91548
B.234342_at	FAM20C
B.234343_s_at	RASAL2
B.234344_at	RAP2C
B.234345_at	--
B.234346_x_at	--
B.234347_s_at	DENR
B.234348_at	--
B.234349_at	SSPO
B.234350_at	--
B.234351_x_at	TRPS1
B.234352_x_at	--
B.234353_at	C19orf15
B.234354_x_at	ERBB2
B.234355_s_at	PTCHD2
B.234356_at	DKFZP434K028
B.234357_at	--
B.234358_at	--
B.234359_at	--
B.234360_at	--
B.234361_at	CREB3L3
B.234362_s_at	CTLA4
B.234363_at	OR6B1
B.234364_at	IGL@
B.234365_at	--
B.234366_x_at	IGL@
B.234367_x_at	TMPRSS6
B.234368_at	--
B.234369_at	OR4F16
B.234370_at	VSIG1
B.234371_at	--
B.234372_at	LOC644728
B.234373_x_at	--
B.234374_at	--
B.234375_x_at	--
B.234376_at	MYCN
B.234377_at	IL23A
B.234378_at	--
B.234379_at	FLT4
B.234380_x_at	--
B.234381_at	IGL@
B.234382_x_at	--
B.234383_x_at	--
B.234384_at	--
B.234385_at	LOC339666
B.234386_s_at	C15orf49
B.234387_at	COL4A5
B.234388_at	LOC731848
B.234389_x_at	--
B.234390_x_at	EPC1
B.234392_at	--
B.234393_at	HDAC9
B.234394_at	ZNF124
B.234395_at	--
B.234396_at	--
B.234397_at	--
B.234398_at	--
B.234399_at	--
B.234400_at	--
B.234401_at	--
B.234402_at	TRA@
B.234403_at	OR1I1
B.234404_at	LOC152286
B.234405_s_at	RNUXA
B.234406_at	RGMA
B.234407_s_at	TRPC7
B.234408_at	IL17F
B.234409_at	ZNF354C
B.234410_at	GABRR3
B.234411_x_at	CD44
B.234412_at	--
B.234413_at	--
B.234414_at	FAM22F
B.234415_x_at	--
B.234416_at	IGLV2-14
B.234417_at	--
B.234418_x_at	CD44
B.234419_x_at	--
B.234420_at	--
B.234421_s_at	EVC
B.234422_at	--
B.234423_x_at	--
B.234424_at	--
B.234425_at	--
B.234426_x_at	--
B.234427_at	TRA@
B.234428_at	--
B.234429_at	C9orf130
B.234430_at	ANTXR1
B.234431_at	--
B.234432_at	--
B.234433_at	--
B.234434_at	--
B.234435_at	--
B.234436_x_at	OBP2A
B.234437_at	--
B.234438_at	--
B.234439_at	--
B.234440_at	--
B.234441_at	--
B.234442_at	--
B.234443_at	--
B.234444_at	--
B.234445_at	C6orf12
B.234446_at	--
B.234447_at	--
B.234448_at	--
B.234449_at	--
B.234450_at	PROKR2
B.234451_at	--
B.234452_at	HIBADH
B.234453_s_at	C14orf166B
B.234454_at	--
B.234455_at	ZFP1
B.234456_at	TRAPPC4
B.234457_at	C6orf12
B.234458_at	ANPEP
B.234459_at	PPHLN1
B.234460_at	--
B.234461_at	RNF215
B.234462_at	--
B.234463_at	LOC646701
B.234464_s_at	EME1
B.234465_at	EME1
B.234466_at	FAM20C
B.234467_at	--
B.234468_at	hCG_401283
B.234469_at	OR51B4
B.234470_at	hCG_1651160
B.234471_s_at	NCOA5
B.234472_at	GALNT13
B.234473_at	LOC650459
B.234474_x_at	IL6ST
B.234475_x_at	CCKBR
B.234476_at	DNAH7
B.234477_at	IGHA1
B.234478_at	LOC440863
B.234479_at	PCDHB18
B.234480_at	DKFZP761C1711
B.234481_at	--
B.234482_at	--
B.234483_at	ACSS1
B.234484_s_at	ACSS1
B.234485_at	LOC340947
B.234486_at	OR51B2
B.234487_at	--
B.234488_s_at	GMCL1
B.234489_at	--
B.234490_at	--
B.234491_s_at	SAV1
B.234492_at	--
B.234493_at	--
B.234494_x_at	--
B.234495_at	KLK15
B.234496_x_at	NYX
B.234497_s_at	--
B.234498_at	LOC130951
B.234499_at	--
B.234500_at	--
B.234501_x_at	--
B.234502_at	--
B.234503_at	--
B.234504_at	SPAG4L
B.234505_at	--
B.234506_at	--
B.234507_at	--
B.234508_at	--
B.234509_at	--
B.234510_at	--
B.234511_at	C20orf86
B.234512_x_at	LOC728179
B.234513_at	ELOVL3
B.234514_at	SRMS
B.234515_at	PCGEM1
B.234516_at	--
B.234517_at	--
B.234518_at	--
B.234519_at	NOBOX
B.234520_at	--
B.234521_at	OR51I2
B.234522_at	--
B.234523_at	--
B.234524_at	PRDM15
B.234525_at	DKFZP761C1711
B.234526_at	OR51B6
B.234527_at	--
B.234528_at	--
B.234529_at	PCGEM1
B.234530_s_at	C6orf12
B.234531_at	--
B.234532_at	--
